,Language Example,Language index
4294,โรเบิร์ต ยุคเคิล (เกิด 12 ธันวาคม ค.ศ. 1981) เป็นนักยิมนาสติกชายชาวเยอรมัน เคยเข้าร่วมการแข่งขันกีฬา,tha
4295,"As the President prepares for a televised speech to the leaders at the summit meeting, he thanks Sna",eng
4296,2001ء چ پاکستان دی عکسریت پسند تنظیم لشکر طیبہ دے 2 ارکان نے لال قلعے تے حملہ کر دتا جس چ درجن بھر ب,pnb
4297,"पोल्याण्ड (पोलिस: Polska [ˈpɔlska]), आधिकारिक रूपसँ गणतन्त्र पोल्यान्ड (पोलिस: Rzeczpospolita Polska",mai
4298,सिंहदरबार नेपालक प्रधानमन्त्रीकs कार्यालय तथा अन्य सरकारी कार्यालयसभ भेल परिसर छी। इ काठमाडौंकs मध्य,mai
4299,RISCOS Ltd completed work on RISC OS 4 and in July 1999 it was released as an upgrade for existing m,eng
4300,Baninzi abantu abenza ingxwabangxwaba malunga nokokuba yintoni kanye le eyenza ingqondo. Abanye bath,xho
4301,"I 2016 er Toro de eneste som produserer halvfabrikata av ertestuing. Man skal ha 5 desiliter vann i,",nob
4302,IiBGM zizaliswe yiiron eneproteni kwimbewu ebomvu yegazi. Ngesingesi ke kuthiwa yihaemoglobin. Singa,xho
4303,Къул тутуу — бир адамны (къулну) башха адамгъа (къул иени) иелигинде. Башха адамны иелиги болгъаны с,krc
4304,"Sa band fiat formada dae Bernard Sumner (nomene beru Bernard Albrecht), Stephen Morris, Peter Hook e",srd
4305,Sa banda de s’Uno arba fiat istada un’organizadura criminale chi operaiat in Emìlia-Romanna. Moende ,srd
4306,"Ludwig II. (moris iha Nymhenburg, Munike, 24 Agostu 1845 – mate iha Tasi Würm, loron 13 fulan Juñu 1",tet
4307,"Uhlobo lwesibini kwi-equation lusetyenziswa kwi-algebra. umzekelo, ukusombulula i-equation engu-2x =",xho
4308,"Kommunen strekker seg fra Øysand i nord til Haga bru, nord for Støren, i sør. Den nederste delen av ",nob
4309,"มีโครงการริเริ่มคล้ายกันปี 2545 ของพรรคประชาธิปัตย์โดยตรง (Direktdemokraterna, ชื่อเดิม Aktivdemokra",tha
4310,"У літаратурнай творчасьці прытрымліваўся эстэтыкі клясыцызму, ягоныя гістарычныя погляды трымаліся н",be-tarask
4311,Ililai (iha lia-portugés: Ililai) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administrati,tet
4312,"Lian² timorense barak liu mak tama ba família austronézia, ka malaio-polinézia, foi difundida karik ",tet
4313,کوخ دے ول (Koch's postulates) اوہ چار ول نیں جناں نال کسے روگ لان والے جراسیم تے اودے نال لگن والے ر,pnb
4314,साउदी अरेविया अधिराज्य अरेवीया प्रायदिपक सबसँ पैग देश छी। एकर सिमानामे उत्तर-पश्चिममे जोर्डन उत्तर प,mai
4315,مہیندر سنگھ پجی دا جم 14 اگست 1918 نوں شملہ وچ ہویا۔ اس دے پیؤ دا ناں سردار سوہن سنگھ پجی تے ماں دا ,pnb
4316,"1939 джылда СССР Финляндиягъа чабмауну юсюнден пакт теджейди, алай а Финляндия унамайды. СССР ультим",krc
4317,"Kupang mak sai sidade prinsipál ba provínsia Nusa Tenggara Timur, Indonézia. Kupang sidade kapitál r",tet
4318,"Бу болумда, Фредерик де Клерк джангы демократ сайлауланы бардырыгъа разы болады. Сайлаулада (25-29 а",krc
4319,Divinyls este unu gruppu australianu de Mùsica rock formadu in Sydney in su 1980 dae sa cantante Chr,srd
4320,محمود غزنوی ولوں اس علاقے وچّ اسلام پھیلائے جان توں پہلاں اتھے کئی دھرماں دے لوک رہندے سن، جنہاں وچّ,pnb
4321,"Бызынгы — Къабарты-Малкъарда тау районду, Кавказ тауланы ара эмда эм мийик кесегиди. Къурамына Баш К",krc
4322,"With a few dollars left, Emily Harris was sent to a Berkeley rally called to commemorate the death o",eng
4323,"Bortsett fra en sang på Porky's Revenge-soundtracket i 1984, Harrisons versjon av en lite kjent Bob ",nob
4324,ราชอาณาจักรกัมพูชา เข้าร่วมแข่งขันกีฬาโอลิมปิกฤดูร้อนครั้งที่ 27 ค.ศ. 2000 (พ.ศ. 2543) ณ เมืองซิดนีย,tha
4325,ท้องที่อำเภอนาหมื่นแต่เดิมนั้นเป็นส่วนหนึ่งของอำเภอนาน้อย ต่อมาเมื่อวันที่ 9 ตุลาคม พ.ศ. 2521 ได้มีป,tha
4326,"iBhayibhile ivela kwigama lesiGrike, yiyo nayiphi na yeengqokelela zezibhalo zenkolo yamaJuda namaKr",xho
4327,1920ء چ مولانا محمد علی جوہر دی قیادت چ اک وفد انگلستان ، اٹلی تے فرانس دے دورے تے گئیا ، تاکہ برطان,pnb
4328,พ.ศ. 2504 ได้เข้าเป็นสมาชิกของสมาคมสร้างคุณค่า ได้ปฏิบัติศรัทธาในพุทธธรรมของพระนิชิเรนไดโชนิน และในเ,tha
4329,"Within its territory, the city has an industrial region (Gustave Eiffel Park) located in the south o",eng
4330,"I-percentage isenokubizwa ngokuba ilinani eli-rational libe ke yi-rational number, kuba i-percentage",xho
4331,"पद्म श्री वा पद्मश्री, भारत सरकारद्वारा आमतौर पर मात्र भारतीय नागरिकसभक दएल जाएवाला सम्मान छी जे जीव",mai
4332,"Sa Sèrbia tenet duas provìntzias autònomas: in su norti s'agatat sa Vojvodina, in su sud-uestu su Ko",srd
4333,"Къысхасыча айтылса, эки къралны арасында кърал чек — Эри кёлден башлаб, Къаялы таулагъа дери 49-чу п",krc
4334,Mauchiga (iha lia-portugés: Mauchiga) suku ida iha Timór Lorosa'e nian. Suku ne'e iha postu administ,tet
4335,"Attentatet førte til en omfattende bølge av opptøyer landet over, i Washington D.C., Chicago, Baltim",nob
4336,"CunIstados tzentrales de sud-estu benit inditada una regione de is Istados Unidos de Amèrica. Custa,",srd
4337,"Iimpawu ezikwibhodi yolwimi lwesiNgesi zezi: 1,2,3,4,5,6,7,8,9,0,-,=,q,w,e,r,t,y,u,i,o,p,[,],a,s,d,f",xho
4338,"Гардошну ёсюм мийиклиги 0,5-1,5 метрге джетеди. Гардошну джурту Америкады: Перу бла Боливия. 2500 дж",krc
4339,"In Sardigna sa sotziologia s'est isboddicada pagu e male, sèmpere atzeracada a sa sotziologia italia",srd
4340,Fatisi (iha lia-portugés: Fatisi) suku ida iha Timór Lorosa'e nian. Suku ne'e iha parte postu admini,tet
4341,Памёр у Нясьвіжы. Пахаваны на мясцовых могілках. У 1994 годзе ў Нясьвіжы створаны «музэй-кватэра» Мі,be-tarask
4342,เกาะเดจิมะเป็นเกาะเทียมเล็กๆ ถูกสร้างขึ้นในอ่าวนางาซากิ เมื่อปี 1634 ด้วยการคุดคลองผ่านคาบสมุทรเล็กๆ,tha
4343,Su chorizo vela tenet una forma fina e allonghiada e est cundidu cun paprica picante. Su morcón de c,srd
4344,"Estlands nasjonalmuseum ligger i landets nest største by, Tartu; der ligger også Estlands litteratur",nob
4345,"«fordi det marine økosystem har en iboende rett til å forbli uforstyrret» (økosentrisk holisme, deon",nob
4346,Eesti Raadio opererer med fire nettverk inkludert flaggskipet Vikerradio. I tillegg har landet den p,nob
4347,گوری لنکیش (کُنڑ: ಗೌರಿ ಲಂಕೇಶ್ Gauri Laṅkēś، 29 جنوری 1962 – 5 ستمبر 2017) بلند آواز والی کارکن اُتے ,pnb
4348,"Hosoban (細判) (33 x 15 เซนติเมตร) - ภาพขนาด hosoban หลายภาพตัดมาจาก ō-ōban (大大判, ขนาดใหญ่มาก); hosoba",tha
4349,"FALINTIL ofisialmente sai F-FDTL 1 Febreru 2001. Membrus 650 primeiru de F-FDTL ne selektadu husi 1,",tet
4350,Den internasjonale olympiske komité (IOK) valgte i 2006 tre byer som skulle fortsette prosessen med ,nob
4351,Edo-Tokyo Museum exhibition catalog. (2000). A Very Unique Collection of Historical Significance: Th,tha
4352,Abantu abantetho isisiNguni abafika bazinza apha yaba ngabantu bokuqala ukuhlala kumlambo wale nging,xho
4353,نچھتر چھتے دا جم 18 جون 1959 نوں بٹھنڈہ ضلعے دے پنڈ آدمپور دے بہت ہی غریب پروار وچّ ہویا۔ سدے پیؤ دا,pnb
4354,1989 джылда Молдавия ССР-де Приднестровиьеде сауутлу конфликт башланады — кеси кесин баямлагъан Прид,krc
4355,"First elected to Halifax City Council in 1994, he was re-elected in 1996 with the formation of the H",eng
4356,Inombolo okanye iinani lee-protons kwi-nucleus lenza i-electric charge yayo. Oku ke kulungisa inani ,xho
4357,Санкт-Петербургда джашагъан халкъны саны — 4 600 310 адамды. Бир миллиондан кёб халкъы болгъан шахар,krc
